Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x30b27f0          TCPv4    127.0.0.1:49998                127.0.0.1:62098      ESTABLISHED      1496     java.exe       
0x30b42d0          TCPv4    127.0.0.1:64361                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30b92b0          TCPv4    127.0.0.1:62636                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30bccf0          TCPv4    127.0.0.1:61579                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30c6910          TCPv4    127.0.0.1:59281                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30c8010          TCPv4    127.0.0.1:62598                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30c8710          TCPv4    127.0.0.1:63004                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30ca010          TCPv4    127.0.0.1:62186                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30ca6e0          TCPv4    127.0.0.1:49998                127.0.0.1:62148      ESTABLISHED      1496     java.exe       
0x30d0cf0          TCPv4    127.0.0.1:49998                127.0.0.1:64609      ESTABLISHED      1496     java.exe       
0x30e0cf0          TCPv4    127.0.0.1:62163                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30e5bf0          TCPv4    127.0.0.1:56449                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30e86e0          TCPv4    127.0.0.1:61391                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x30eb010          TCPv4    127.0.0.1:49998                127.0.0.1:64178      ESTABLISHED      1496     java.exe       
0x30fb3f0          TCPv4    127.0.0.1:61695                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3101010          TCPv4    127.0.0.1:49998                127.0.0.1:62075      ESTABLISHED      1496     java.exe       
0x3102a60          TCPv4    127.0.0.1:49998                127.0.0.1:57383      ESTABLISHED      1496     java.exe       
0x3103a10          TCPv4    127.0.0.1:49998                127.0.0.1:62861      ESTABLISHED      1496     java.exe       
0x3105cf0          TCPv4    127.0.0.1:61000                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x310a930          TCPv4    127.0.0.1:49998                127.0.0.1:56487      ESTABLISHED      1496     java.exe       
0x3111cf0          TCPv4    127.0.0.1:49998                127.0.0.1:62426      ESTABLISHED      1496     java.exe       
0x3112cf0          TCPv4    127.0.0.1:63990                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31134f0          TCPv4    127.0.0.1:49998                127.0.0.1:56284      ESTABLISHED      1496     java.exe       
0x31142d0          TCPv4    127.0.0.1:57683                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3115b20          TCPv4    127.0.0.1:49998                127.0.0.1:61565      ESTABLISHED      1496     java.exe       
0x31196e0          TCPv4    127.0.0.1:49998                127.0.0.1:61457      ESTABLISHED      1496     java.exe       
0x311d7e0          TCPv4    127.0.0.1:49998                127.0.0.1:63619      ESTABLISHED      1496     java.exe       
0x311dcf0          TCPv4    127.0.0.1:63682                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x311f3d0          TCPv4    127.0.0.1:64832                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3120cf0          TCPv4    127.0.0.1:63070                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3121cf0          TCPv4    127.0.0.1:49998                127.0.0.1:62745      ESTABLISHED      1496     java.exe       
0x3122cf0          TCPv4    127.0.0.1:63811                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3127990          TCPv4    127.0.0.1:55149                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3129cf0          TCPv4    127.0.0.1:63218                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x312b210          TCPv4    127.0.0.1:49998                127.0.0.1:59655      ESTABLISHED      1496     java.exe       
0x312d010          TCPv4    127.0.0.1:49998                127.0.0.1:55237      ESTABLISHED      1496     java.exe       
0x312d390          TCPv4    127.0.0.1:49998                127.0.0.1:55209      ESTABLISHED      1496     java.exe       
0x3136480          TCPv4    127.0.0.1:56305                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31368e0          TCPv4    127.0.0.1:53686                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3138b70          TCPv4    127.0.0.1:58615                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3139800          TCPv4    127.0.0.1:49998                127.0.0.1:62772      ESTABLISHED      1496     java.exe       
0x313c010          TCPv4    127.0.0.1:49998                127.0.0.1:60351      ESTABLISHED      1496     java.exe       
0x313fcf0          TCPv4    127.0.0.1:49998                127.0.0.1:49279      ESTABLISHED      1496     java.exe       
0x3140010          TCPv4    127.0.0.1:63131                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x314ba90          TCPv4    127.0.0.1:61568                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x314c710          TCPv4    127.0.0.1:63045                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x314fcf0          TCPv4    127.0.0.1:49998                127.0.0.1:63362      ESTABLISHED      1496     java.exe       
0x31503f0          TCPv4    127.0.0.1:58907                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3154010          TCPv4    127.0.0.1:49998                127.0.0.1:63510      ESTABLISHED      1496     java.exe       
0x31587c0          TCPv4    127.0.0.1:49998                127.0.0.1:62697      ESTABLISHED      1496     java.exe       
0x315aa50          TCPv4    127.0.0.1:62537                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x315c010          TCPv4    127.0.0.1:53930                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x315d540          TCPv4    127.0.0.1:63120                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x315ecf0          TCPv4    127.0.0.1:60949                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3162cf0          TCPv4    127.0.0.1:51517                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3165010          TCPv4    127.0.0.1:49998                127.0.0.1:58696      ESTABLISHED      1496     java.exe       
0x31653e0          TCPv4    127.0.0.1:58695                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3168940          TCPv4    127.0.0.1:49998                127.0.0.1:58539      ESTABLISHED      1496     java.exe       
0x316b490          TCPv4    127.0.0.1:62416                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x316d3c0          TCPv4    127.0.0.1:49998                127.0.0.1:64016      ESTABLISHED      1496     java.exe       
0x31739b0          TCPv4    127.0.0.1:63327                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31766e0          TCPv4    127.0.0.1:49998                127.0.0.1:57392      ESTABLISHED      1496     java.exe       
0x317ac70          TCPv4    127.0.0.1:62045                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x317c600          TCPv4    127.0.0.1:62751                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x317e7b0          TCPv4    127.0.0.1:59872                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3184cf0          TCPv4    127.0.0.1:49998                127.0.0.1:57723      ESTABLISHED      1496     java.exe       
0x31857a0          TCPv4    127.0.0.1:49998                127.0.0.1:57377      ESTABLISHED      1496     java.exe       
0x31867e0          TCPv4    127.0.0.1:49998                127.0.0.1:63672      ESTABLISHED      1496     java.exe       
0x3187750          TCPv4    127.0.0.1:61080                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x318ca90          TCPv4    127.0.0.1:63712                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3191570          TCPv4    127.0.0.1:49998                127.0.0.1:61420      ESTABLISHED      1496     java.exe       
0x3191cf0          TCPv4    127.0.0.1:59648                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x3193820          TCPv4    127.0.0.1:59987                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31954c0          TCPv4    127.0.0.1:57817                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x319acf0          TCPv4    127.0.0.1:49998                127.0.0.1:62503      ESTABLISHED      1496     java.exe       
0x31a0870          TCPv4    127.0.0.1:49998                127.0.0.1:56577      ESTABLISHED      1496     java.exe       
0x31a0b90          TCPv4    127.0.0.1:49998                127.0.0.1:56580      ESTABLISHED      1496     java.exe       
0x31a17f0          TCPv4    127.0.0.1:58821                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31a1cf0          TCPv4    127.0.0.1:49998                127.0.0.1:58906      ESTABLISHED      1496     java.exe       
0x31a2010          TCPv4    127.0.0.1:49998                127.0.0.1:62993      ESTABLISHED      1496     java.exe       
0x31a48d0          TCPv4    127.0.0.1:56111                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31a87b0          TCPv4    127.0.0.1:49998                127.0.0.1:61225      ESTABLISHED      1496     java.exe       
0x31aa890          TCPv4    127.0.0.1:61031                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31ac640          TCPv4    127.0.0.1:63009                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31b1450          TCPv4    127.0.0.1:56699                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31b3cf0          TCPv4    127.0.0.1:49998                127.0.0.1:63606      ESTABLISHED      1496     java.exe       
0x31b59d0          TCPv4    127.0.0.1:56144                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31bbcf0          TCPv4    127.0.0.1:62733                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31bc010          TCPv4    127.0.0.1:62387                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31bd010          TCPv4    127.0.0.1:49998                127.0.0.1:58593      ESTABLISHED      1496     java.exe       
0x31c13c0          TCPv4    127.0.0.1:49998                127.0.0.1:62410      ESTABLISHED      1496     java.exe       
0x31c47e0          TCPv4    127.0.0.1:49998                127.0.0.1:62293      ESTABLISHED      1496     java.exe       
0x31c4cf0          TCPv4    127.0.0.1:61772                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31c5cf0          TCPv4    127.0.0.1:62830                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31c9150          TCPv4    127.0.0.1:62769                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31cdc60          TCPv4    127.0.0.1:53838                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31d7cf0          TCPv4    127.0.0.1:49998                127.0.0.1:62793      ESTABLISHED      1496     java.exe       
0x31d8010          TCPv4    127.0.0.1:62775                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31d83e0          TCPv4    127.0.0.1:49998                127.0.0.1:62784      ESTABLISHED      1496     java.exe       
0x31da9d0          TCPv4    127.0.0.1:58909                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31e6cf0          TCPv4    127.0.0.1:60616                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31e9010          TCPv4    127.0.0.1:49998                127.0.0.1:57617      ESTABLISHED      1496     java.exe       
0x31e9640          TCPv4    127.0.0.1:49998                127.0.0.1:57817      ESTABLISHED      1496     java.exe       
0x31ea540          TCPv4    127.0.0.1:49998                127.0.0.1:63006      ESTABLISHED      1496     java.exe       
0x31eacf0          TCPv4    127.0.0.1:62588                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x31ee010          TCPv4    127.0.0.1:49998                127.0.0.1:63113      ESTABLISHED      1496     java.exe       
