Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x1147faac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147faac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147faec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147faec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fb3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fb3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fbcf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fbcf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fc6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fc6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fd2e0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fd2e0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fe250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fe250        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fe3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fe3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fecf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147fecf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147ff8e0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1147ff8e0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114800320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114800320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114800880        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114800880        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114800cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114800cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114801960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114801960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114801ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114801ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114802240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114802240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148027a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148027a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114802b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114802b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114803640        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114803640        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148042c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148042c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114804650        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114804650        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114804ac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114804ac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114804ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114804ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148053a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148053a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114805cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114805cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114806010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114806010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148066c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148066c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148076d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148076d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114807ac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114807ac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148083a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148083a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114808cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114808cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114809010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x114809010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11480a010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
